@relation Malaria progression
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute class {1,2,3,4,5}
@data 
3447.41,0.400862,0.20047,0.145098,0.996078,51.0706,0.153365,0.00406146,0.145098,0.168627,55.4025,8600,0.897842,0.982296,0.587994,1,396.375,0.684397,158.906,69.9689,-58.7871,0.0968233,0.480793,0.929003,3.38601,0.805407,6.09053,13.0633,2.40083,2.77428,0.31721,0.779754,-0.492267,0.91466,0.0842656,0.415355,0.0665592,1.0725,0.840017,3.3519,0.699842,6.23777,12.3351,2.4469,3.12424,0.612369,1.06599,-0.319322,0.83362,0.325401,0.495265,3
3532.54,0.386492,0.175807,0.145098,0.921569,52.2196,0.15404,0.0040493,0.145098,0.168627,53.5176,9140,0.930212,0.98343,0.50195,1,420.6,0.646182,179.275,65.798,47.4022,0.0951973,0.358134,0.943432,3.1655,0.828499,6.20796,12.3039,2.41995,2.67923,0.238747,0.67189,-0.545752,0.930664,0.198047,0.165312,0.0677565,0.713795,0.885595,3.11998,0.718982,6.34624,11.7645,2.45916,2.97408,0.368839,0.883458,-0.391049,0.874313,1.31413,1.0386,3
4263.44,0.42338,0.166294,0.145098,0.87451,54.4314,0.153761,0.00451795,0.145098,0.168627,63.2154,10070,0.886778,0.983014,0.606225,1,421.103,0.710237,167.82,77.566,58.0909,0.0887731,0.437844,0.928862,3.07741,0.796407,7.37958,11.8718,2.44408,2.76698,0.267856,0.729301,-0.519794,0.92562,0.152322,0.224024,0.0659458,0.900375,0.847687,2.94904,0.685945,7.54183,10.9221,2.49051,3.05047,0.44679,0.973246,-0.367147,0.863969,1.78889,0.314137,3
2348.89,0.292843,0.0966971,0.145098,0.709804,56.3255,0.156026,0.00489357,0.145098,0.172549,44.7319,8021,0.952382,0.971889,0.434884,1,438.458,0.52192,185.712,56.625,34.792,0.129857,0.332725,0.91046,1.85797,0.840991,5.37027,7.09914,2.18256,2.41442,0.230024,0.652727,-0.5073,0.897905,0.288519,0.101271,0.0972546,0.607258,0.834554,1.83254,0.745726,5.46613,6.73353,2.23232,2.65308,0.331633,0.830415,-0.357888,0.828024,0.325504,1.04327,3
1435.71,0.213966,0.0514039,0.145098,0.352941,51.6627,0.152848,0.00350893,0.145098,0.164706,67.6149,6710,0.926503,0.961043,0.604722,1,387.706,0.558073,151.979,57.1877,18.6898,0.0900476,0.521357,0.933411,3.91447,0.782436,6.46492,15.1376,2.46105,2.85177,0.319308,0.800685,-0.489649,0.917943,0.0769163,0.0465647,0.0665087,1.08227,0.860966,3.88844,0.67152,6.56154,14.4861,2.49348,3.15056,0.552781,1.05544,-0.341584,0.852604,0.359324,0.465346,3
2978.33,0.410408,0.172607,0.145098,0.901961,47.4941,0.154202,0.00515835,0.145098,0.172549,41.8121,7257,0.928929,0.985202,0.500483,1,378.416,0.633483,159.357,59.0032,-42.7614,0.0723165,0.511362,0.918163,3.124,0.772283,6.88305,11.9857,2.49799,2.86651,0.295364,0.776971,-0.481797,0.915354,0.687377,0.101778,0.0521299,1.04793,0.827353,3.0364,0.643316,7.04463,11.0916,2.48592,3.14829,0.456476,0.996534,-0.336385,0.848564,0.859568,1.98776,3
3559.47,0.423293,0.231099,0.145098,0.996078,50.5882,0.153298,0.00344077,0.145098,0.164706,67.3562,8409,0.875105,0.983394,0.757568,1,378.049,0.735468,148.993,72.1028,-4.93712,0.134432,0.220105,0.976024,4.59013,0.891267,6.41212,18.1404,2.34505,2.50141,0.172622,0.529743,-0.67352,0.959764,0.227969,0.424079,0.110036,0.402985,0.956039,4.58344,0.824776,6.49279,17.9308,2.4363,2.74774,0.273958,0.720271,-0.553194,0.936853,0.893651,1.60311,3
4336.96,0.456186,0.160002,0.145098,0.843137,51.3725,0.155674,0.00539078,0.145098,0.168627,57.6373,9507,0.831144,0.989282,0.687319,1,387.99,0.789545,147.659,82.1072,-32.642,0.107537,0.3528,0.943176,3.10435,0.829212,8.37977,12.0646,2.42477,2.67926,0.234844,0.664889,-0.563307,0.936838,0.281295,0.592746,0.0849991,0.714143,0.879461,2.96166,0.734661,8.51764,11.135,2.47339,2.94458,0.399135,0.90479,-0.41289,0.885391,0.605379,0.866697,3
2122.12,0.315839,0.117034,0.145098,0.733333,51.8,0.15509,0.0047314,0.145098,0.172549,72.9127,6719,0.942254,0.97264,0.658403,1,378.735,0.585535,160.881,53.8787,-77.5533,0.102696,0.464149,0.904203,2.42257,0.798079,5.97791,9.22614,2.31024,2.6701,0.292842,0.760593,-0.458145,0.891862,0.168512,0.204474,0.0816718,0.929053,0.805524,2.37582,0.6892,6.15184,8.62423,2.28335,2.9265,0.476709,0.98647,-0.308885,0.810815,1.34325,0.368094,3
2695.03,0.306776,0.110277,0.145098,0.976471,55.8039,0.155011,0.00403316,0.145098,0.168627,57.0879,8785,0.945882,0.98719,0.492985,1,434.558,0.581914,185.887,60.322,31.6182,0.216955,0.202484,0.911165,1.13966,0.907558,4.28125,4.35614,1.73311,1.86814,0.167208,0.502799,-0.591604,0.889853,0.117098,0.216598,0.176856,0.381785,0.831726,1.13442,0.850475,4.3422,4.15588,1.83406,2.07399,0.283934,0.690291,-0.44174,0.831537,0.233604,0.285842,3
3924.93,0.371855,0.134351,0.145098,0.996078,68.0667,0.155759,0.00480432,0.145098,0.168627,89.5462,10555,0.951728,0.968793,0.711637,1,485.463,0.560491,211.868,65.0312,5.40263,0.17561,0.164264,0.94732,1.55907,0.922744,5.37641,6.07201,1.94326,2.05941,0.139885,0.444702,-0.678067,0.937597,0.177373,0.312422,0.151909,0.272014,0.911738,1.54094,0.882675,5.42244,5.89176,2.03701,2.22736,0.214014,0.586458,-0.570609,0.911634,0.813338,1.14807,3
3719.35,0.384428,0.175536,0.145098,0.996078,54.7529,0.152515,0.00314848,0.145098,0.160784,73.3598,9675,0.894696,0.972264,0.648285,1,425.688,0.667789,168.061,75.0687,72.8649,0.111836,0.403354,0.920821,2.54711,0.810999,5.77633,9.7851,2.25235,2.54442,0.257256,0.706336,-0.508803,0.907654,0.355011,0.30253,0.081465,0.833917,0.833537,2.50481,0.694435,5.91532,9.18533,2.29139,2.82445,0.413916,0.936807,-0.359735,0.84279,0.638808,1.34736,3
2014.27,0.304225,0.0885449,0.145098,0.517647,48.8745,0.155651,0.00489179,0.145098,0.168627,47.2786,6621,0.945629,0.964457,0.481142,1,380.274,0.572346,163.277,53.1055,-32.4188,0.0645289,0.49644,0.925719,3.34486,0.772852,8.13226,12.87,2.56799,2.93449,0.283625,0.76073,-0.493092,0.923846,0.0904326,0.156164,0.0484774,1.02565,0.841103,3.2563,0.65967,8.29647,11.8793,2.5648,3.21583,0.480769,1.01281,-0.340607,0.856351,0.935445,0.980574,3
3281.76,0.38787,0.134648,0.145098,0.831373,52.1333,0.155622,0.00516087,0.145098,0.172549,57.5929,8461,0.908468,0.982923,0.612317,1,394.233,0.680654,161.537,67.515,-25.6201,0.117026,0.306883,0.933396,2.3038,0.852134,6.85341,8.90833,2.29601,2.51755,0.218323,0.62863,-0.562461,0.92766,0.242226,0.531925,0.0944205,0.554999,0.875441,2.2291,0.770104,6.96171,8.35644,2.33535,2.7468,0.328747,0.817882,-0.427469,0.880559,1.13117,1.47943,3
1843.06,0.307535,0.110629,0.145098,0.584314,42.8902,0.154838,0.00447362,0.145098,0.168627,49.911,5993,0.883411,0.978928,0.582807,1,329.605,0.689025,128.412,60.1737,54.1754,0.0622685,0.499293,0.935148,3.83901,0.777096,7.22975,14.8972,2.60124,2.97923,0.29252,0.771777,-0.491798,0.925655,0.234164,0.195827,0.0449772,1.03573,0.863082,3.72375,0.65653,7.41628,14.075,2.60288,3.28413,0.480601,1.01447,-0.341386,0.861479,0.636343,0.84522,3
2770.55,0.441803,0.186549,0.141176,0.980392,47.5882,0.159158,0.00698184,0.141176,0.180392,35.2985,6271,0.90889,0.967448,0.504424,1,358.233,0.610654,141.271,58.915,43.6592,0.0761192,0.426116,0.929295,3.01163,0.79786,7.0492,11.6272,2.50186,2.81534,0.259718,0.715921,-0.513142,0.92562,0.764224,0.725375,0.0565657,0.850639,0.854885,2.90921,0.687725,7.2194,10.8699,2.51362,3.10501,0.41209,0.94018,-0.359017,0.862109,0.702623,2.54857,3
3448.62,0.462529,0.194575,0.145098,0.984314,54.1608,0.158365,0.00763575,0.145098,0.180392,53.8966,7456,0.914432,0.978735,0.633206,1,390.877,0.610121,157.335,63.6797,-10.5971,0.094129,0.248583,0.962436,3.30882,0.875874,7.26974,12.9867,2.46485,2.63783,0.186927,0.561488,-0.638503,0.956956,0.0659585,0.565301,0.071393,0.431616,0.933548,3.26321,0.798758,7.37219,12.5546,2.55431,2.86737,0.265691,0.725246,-0.519455,0.93084,0.43649,1.07015,3
3673.7,0.49318,0.197025,0.141176,0.972549,47.8588,0.159529,0.00772846,0.141176,0.176471,50.1832,7449,0.78403,0.975255,0.709429,1,345.563,0.779367,124.25,77.1247,47.5741,0.0679245,0.457668,0.931952,3.35887,0.795388,8.07976,12.9935,2.55832,2.90349,0.28353,0.751623,-0.507787,0.928115,0.382888,0.166933,0.0493978,0.931687,0.855513,3.18019,0.679564,8.24596,11.955,2.56789,3.19232,0.456495,0.98262,-0.352215,0.86311,0.414313,1.05215,3
4107.65,0.382962,0.162616,0.145098,0.980392,58.7294,0.156612,0.00645866,0.145098,0.176471,83.6201,10726,0.880775,0.987025,0.708923,1,435.889,0.706163,170.227,80.6083,-3.35959,0.138733,0.273491,0.942965,2.39758,0.874255,5.70264,9.31685,2.21155,2.41074,0.208386,0.596742,-0.609623,0.937682,0.316913,0.561854,0.111566,0.521933,0.890357,2.37988,0.805182,5.76281,8.99867,2.29742,2.64636,0.352449,0.807604,-0.474981,0.898702,1.53244,1.13838,3
3767.94,0.40472,0.178992,0.145098,0.996078,59.5373,0.157924,0.00685351,0.145098,0.180392,59.891,9310,0.928936,0.953405,0.49424,1,449.487,0.576493,182.089,67.4167,33.327,0.115555,0.283737,0.948714,2.76621,0.864829,6.06184,10.7811,2.32736,2.53507,0.20944,0.607355,-0.591853,0.938767,0.366087,0.618859,0.0881397,0.524355,0.903897,2.72753,0.785135,6.16997,10.388,2.40013,2.78649,0.325884,0.805402,-0.453105,0.896974,0.863813,1.68264,3
3568.13,0.493859,0.187121,0.141176,0.984314,47.4275,0.157566,0.00777194,0.141176,0.188235,38.1132,7225,0.918028,0.979263,0.525264,1,370.174,0.659012,152.973,60.6559,-34.0571,0.112888,0.432127,0.923843,2.83635,0.804602,7.95253,10.9161,2.34721,2.66233,0.273974,0.73442,-0.504196,0.913153,0.322171,0.57328,0.0904178,0.890299,0.834554,2.68715,0.700642,8.11866,9.87204,2.37826,2.92823,0.471284,0.983932,-0.343382,0.838448,0.516069,0.265953,3
3541.95,0.503906,0.187765,0.145098,0.996078,51.1804,0.159939,0.00952551,0.145098,0.196078,53.4076,7029,0.914172,0.982939,0.697737,1,363.907,0.663346,149.531,60.6087,12.084,0.0934353,0.330793,0.944195,2.96127,0.841463,7.94885,11.5244,2.46148,2.70085,0.228801,0.650542,-0.568108,0.93954,0.345255,0.203738,0.0716782,0.60999,0.894113,2.87571,0.758352,8.05339,10.9113,2.51084,2.94908,0.355559,0.852072,-0.4311,0.895689,1.72153,0.81855,3
4111.29,0.437139,0.153099,0.141176,0.996078,52.7725,0.157061,0.00601505,0.141176,0.180392,60.5819,9405,0.838958,0.987609,0.690427,1,391.505,0.767148,148.731,80.9389,61.9542,0.103517,0.647419,0.827535,1.87758,0.762052,6.74955,6.8604,2.25884,2.67417,0.393285,0.857942,-0.392709,0.853993,0.726318,0.337519,0.0797091,1.2496,0.6481,1.7795,0.646451,6.88863,5.85235,2.22688,2.90833,0.617655,1.08079,-0.234696,0.733868,3.05094,0.408526,3
4557.87,0.492371,0.162813,0.141176,0.972549,54.4706,0.157886,0.00742297,0.141176,0.176471,55.9403,9257,0.812493,0.977198,0.709023,1,393.463,0.747597,143.495,83.6535,-27.4997,0.143602,0.357453,0.920592,2.24962,0.836258,7.9922,8.6455,2.22309,2.48859,0.246911,0.679607,-0.51922,0.908511,0.212702,0.506334,0.118588,0.688618,0.840116,2.15232,0.755087,8.10208,7.92532,2.25664,2.71842,0.415133,0.902844,-0.367118,0.839921,1.46867,1.51882,3
5062.06,0.48091,0.171566,0.141176,0.996078,59.2627,0.159308,0.0087649,0.141176,0.184314,52.976,10526,0.897204,0.984474,0.582964,1,439.931,0.680349,174.687,77.1447,52.7146,0.0975653,0.487701,0.896547,2.35505,0.779359,7.60355,8.94073,2.40258,2.76237,0.286084,0.761894,-0.465184,0.90146,0.5696,0.305965,0.0741899,0.961994,0.788582,2.28361,0.671963,7.73396,8.13805,2.4102,3.02507,0.462162,0.991414,-0.301782,0.811727,2.0426,0.903024,3
2292.42,0.384119,0.1584,0.145098,0.988235,49.1098,0.157403,0.00605355,0.145098,0.172549,63.8629,5968,0.932628,0.981579,0.681434,1,355.078,0.591491,145.472,52.4917,82.3415,0.0810444,0.592928,0.860419,2.12396,0.741396,5.88468,7.90293,2.33254,2.73509,0.312211,0.808097,-0.406935,0.867606,1.13547,0.233724,0.0667275,1.18159,0.712456,2.05522,0.593465,6.0836,7.03692,2.24493,2.95953,0.417015,0.944642,-0.2756,0.782135,1.93893,2.56554,3
4081.6,0.566102,0.254997,0.145098,0.984314,44.0784,0.157423,0.00718393,0.145098,0.184314,34.6384,7210,0.78808,0.987401,0.660983,1,335.505,0.800135,123.339,75.9244,50.0256,0.0652879,0.58481,0.946843,5.49936,0.746282,9.42042,21.4182,2.6002,3.0026,0.314065,0.811792,-0.513069,0.934925,0.813542,0.667775,0.0478999,1.33193,0.873603,5.23714,0.610407,9.64588,19.7397,2.64086,3.28395,0.573181,1.10162,-0.371836,0.881401,0.405894,0.498103,2
3070.11,0.542039,0.222676,0.141176,0.988235,42.0196,0.16038,0.0097526,0.141176,0.192157,34.6148,5664,0.794345,0.98027,0.679952,1,309.22,0.739593,110.749,67.2762,-5.73228,0.0734053,0.436617,0.947337,4.14434,0.803706,8.867,16.145,2.5852,2.90704,0.276676,0.738407,-0.532112,0.937269,0.461365,0.584781,0.055843,0.876625,0.890725,4.0182,0.700697,9.02392,15.1674,2.6014,3.18946,0.460674,0.976111,-0.384481,0.883685,0.306791,0.708942,2
3677.84,0.440459,0.210371,0.145098,0.980392,45.4549,0.153047,0.0034098,0.145098,0.168627,54.0065,8350,0.80695,0.978095,0.627348,1,363.688,0.788955,135.096,79.7902,40.0891,0.0955483,0.372818,0.95154,3.84667,0.82616,6.91446,15.0139,2.4301,2.71205,0.249005,0.688656,-0.55446,0.935485,0.285288,0.646218,0.0702117,0.748878,0.900952,3.7804,0.726009,7.05243,14.3727,2.4766,3.00051,0.410778,0.921976,-0.411498,0.888097,1.56315,0.844395,2
1890.74,0.361656,0.159385,0.145098,0.996078,44.2824,0.159289,0.00657887,0.145098,0.180392,68.6485,5228,0.884792,0.982892,0.700147,1,316.936,0.649929,123.317,57.4641,-4.97945,0.151901,0.277635,0.938741,2.26607,0.871149,5.20032,8.78665,2.12342,2.31337,0.209501,0.601836,-0.585578,0.923434,0.427763,0.613418,0.11874,0.50961,0.887326,2.26481,0.795691,5.27109,8.53586,2.22288,2.52579,0.328602,0.796062,-0.460603,0.882902,1.94857,1.62475,2
2436.28,0.421867,0.157034,0.137255,0.992157,43.9294,0.163916,0.0106714,0.137255,0.192157,53.5408,5775,0.818891,0.989039,0.701531,1,306.108,0.76945,113.943,65.3974,50.5579,0.109893,0.462689,0.889455,2.10149,0.800182,6.52034,7.90731,2.31141,2.65245,0.294471,0.761737,-0.457962,0.890838,0.435819,0.332369,0.0852728,0.873794,0.788981,2.09449,0.705695,6.63236,7.40296,2.33015,2.90641,0.46912,0.972905,-0.305356,0.806705,2.29873,1.10724,2
4069.57,0.543842,0.23677,0.141176,1,51.6471,0.157461,0.00781424,0.141176,0.184314,43.9826,7483,0.895054,0.978682,0.665274,1,376.877,0.658543,148.083,66.0389,-15.738,0.0922865,0.35604,0.961304,4.60122,0.836542,8.762,18.0457,2.47273,2.73908,0.245968,0.67819,-0.578545,0.944695,0.0880957,0.545032,0.0739406,0.693435,0.922701,4.49003,0.753705,8.89518,17.248,2.51858,2.98195,0.416692,0.906213,-0.451601,0.907979,1.26333,1.39518,2
2483.13,0.4282,0.180029,0.145098,0.996078,41.8078,0.157172,0.0064969,0.145098,0.176471,52.4615,5799,0.827418,0.982049,0.712233,1,309.078,0.757915,115.34,64.7732,-9.27947,0.094996,0.329757,0.941241,2.80602,0.844349,6.53004,10.8943,2.41627,2.66285,0.230923,0.652361,-0.559911,0.934824,0.260506,0.0351716,0.0702128,0.597176,0.891302,2.74392,0.752677,6.64301,10.3905,2.4719,2.91799,0.335304,0.8316,-0.423522,0.889679,2.40622,1.53395,2
2461.37,0.473978,0.222714,0.141176,0.980392,38.9922,0.157226,0.00709659,0.141176,0.172549,42.4023,5193,0.825517,0.987262,0.714109,1,286.936,0.787111,108.48,61.2234,28.3409,0.0623768,0.418726,0.952023,4.36386,0.796182,7.62066,17.0367,2.63926,2.94189,0.251049,0.700199,-0.546187,0.943586,0.672954,0.920597,0.0450016,0.828678,0.902941,4.27531,0.672315,7.78088,16.2468,2.64879,3.2238,0.360474,0.889931,-0.410782,0.900623,1.14776,2.09301,2
2133.05,0.416692,0.179574,0.141176,0.988235,38.9843,0.157195,0.00746581,0.141176,0.176471,41.5723,5119,0.826984,0.981592,0.628252,1,293.563,0.741374,109.269,61.4338,-36.4598,0.087214,0.412985,0.924828,2.74695,0.809287,6.43723,10.5748,2.39687,2.69823,0.263459,0.717734,-0.507116,0.916562,0.316597,0.584968,0.0656936,0.801021,0.850201,2.67893,0.691424,6.58991,9.89333,2.40172,2.9452,0.38138,0.90209,-0.370681,0.859256,0.974123,1.45779,2
3806.31,0.508457,0.229833,0.137255,1,48.1608,0.158424,0.00968697,0.137255,0.180392,48.2357,7486,0.851718,0.982028,0.605663,1,361.161,0.717225,137.432,72.0143,34.9869,0.0610846,0.416887,0.951994,4.34349,0.802759,8.13153,16.9513,2.65034,2.95057,0.258311,0.712283,-0.548916,0.944839,0.186284,0.231512,0.0463009,0.782958,0.907241,4.24345,0.686846,8.29953,16.0942,2.66246,3.17258,0.35731,0.881565,-0.439723,0.912643,0.667368,1.52835,2
2980.71,0.485142,0.213603,0.141176,0.996078,40.9255,0.159243,0.00777122,0.141176,0.180392,45.3429,6144,0.811212,0.98794,0.641403,1,311.262,0.791813,116.597,68.1804,39.3264,0.0666188,0.387383,0.949053,3.80263,0.814084,7.71355,14.8199,2.6131,2.89222,0.247189,0.690446,-0.554077,0.943942,0.620029,0.42477,0.049521,0.726712,0.902026,3.74313,0.707008,7.87797,14.0966,2.63354,3.1342,0.355297,0.875154,-0.431901,0.906957,0.404927,0.815308,2
3419.56,0.520878,0.220947,0.141176,0.988235,42.0745,0.155832,0.00771945,0.141176,0.188235,40.4611,6565,0.755117,0.97839,0.712348,1,318.049,0.810458,113.397,74.3422,43.8433,0.0610202,0.581169,0.927003,3.9799,0.765047,8.48271,15.3419,2.61759,3.06305,0.342586,0.835201,-0.474026,0.922434,0.140921,0.509408,0.0448537,1.25226,0.835544,3.81667,0.647848,8.67214,13.9765,2.62019,3.37229,0.620646,1.10843,-0.316004,0.847317,0.227911,1.93546,2
2077.04,0.37243,0.167366,0.145098,0.768627,36.2431,0.153573,0.00363475,0.145098,0.164706,48.3796,5577,0.718255,0.985162,0.667744,1,288.191,0.837995,101.684,70.75,-34.267,0.0819859,0.421746,0.952396,4.42971,0.804703,7.13619,17.2971,2.53248,2.84454,0.265099,0.722104,-0.54409,0.938454,0.0981629,0.388859,0.0592156,0.871062,0.899881,4.35056,0.686289,7.30941,16.5295,2.57271,3.1171,0.4248,0.953999,-0.418238,0.898693,1.54568,2.42737,2
2691.14,0.390813,0.18657,0.145098,0.745098,44.349,0.152928,0.00356621,0.145098,0.168627,58.1036,6886,0.800481,0.981471,0.714389,1,334.735,0.767686,121.789,72.9953,-65.9289,0.0748507,0.632256,0.947157,5.98238,0.742319,7.93445,23.2973,2.55753,2.98136,0.346197,0.851,-0.513404,0.934051,0.247908,0.0870647,0.0509341,1.49666,0.872511,5.87589,0.604307,8.15559,21.9823,2.63055,3.30398,0.670505,1.16249,-0.36937,0.881073,0.88318,0.524209,2
3868.56,0.456899,0.18506,0.145098,0.909804,52.2275,0.155903,0.00519408,0.145098,0.172549,44.8675,8467,0.712887,0.925355,0.660143,1,388.434,0.701573,126.843,88.9521,18.4933,0.0890703,0.300405,0.957763,3.5562,0.856424,7.7801,13.9244,2.47028,2.68758,0.216675,0.623766,-0.60679,0.950671,0.280694,0.51976,0.0676593,0.55939,0.919029,3.43777,0.773964,7.92077,13.255,2.54639,2.93794,0.338529,0.824739,-0.476259,0.916981,0.816632,0.727709,2
2269.94,0.316192,0.0837785,0.145098,0.564706,49.2745,0.156427,0.00568165,0.145098,0.172549,61.9595,7179,0.894122,0.973952,0.633069,1,368.434,0.661,144.401,64.6662,-65.304,0.0879328,0.577896,0.874019,2.29286,0.764314,7.88164,8.59644,2.38871,2.80176,0.338652,0.831901,-0.437624,0.889877,0.457094,0.146376,0.0700818,1.13056,0.744807,2.20643,0.669973,8.04753,7.72953,2.37183,3.02745,0.585966,1.07736,-0.294093,0.805104,0.183965,0.695586,2
3646.99,0.501649,0.25421,0.145098,0.996078,47.5608,0.155427,0.00602111,0.145098,0.188235,48.0191,7270,0.78686,0.951073,0.65673,1,359.019,0.704843,123.278,76.0786,73.4717,0.0634107,0.567611,0.947916,5.44895,0.736412,8.06362,21.2282,2.59341,3.0048,0.282546,0.766822,-0.515729,0.935991,0.447227,0.18353,0.0428101,1.32539,0.875079,5.29279,0.587907,8.29041,19.8936,2.64796,3.33977,0.501436,1.04691,-0.361624,0.878172,0.978264,0.297713,2
2211.99,0.341514,0.114861,0.145098,0.733333,42.5922,0.154881,0.0042561,0.145098,0.168627,53.7735,6477,0.78495,0.986896,0.692727,1,321.806,0.781088,116.661,72.2781,61.8098,0.0976924,0.412952,0.910958,2.31887,0.80563,6.644,8.86252,2.33597,2.63846,0.258679,0.711997,-0.491723,0.90609,0.14993,0.127018,0.0751324,0.819501,0.815348,2.20051,0.687416,6.80432,8.05449,2.34055,2.88231,0.387119,0.914582,-0.345001,0.836404,0.807322,0.0982958,2
2626.55,0.410591,0.168254,0.141176,0.713725,41.8863,0.153994,0.00380708,0.141176,0.160784,50.0365,6397,0.657366,0.98234,0.749766,1,312.593,0.817436,105.102,79.2021,-77.6157,0.0602288,0.610571,0.940951,5.17004,0.746682,8.90203,20.0696,2.62626,3.03733,0.336039,0.837924,-0.505413,0.933706,0.392876,0.209716,0.0425333,1.39683,0.858501,4.9122,0.607783,9.14525,18.3443,2.65332,3.33688,0.610944,1.12652,-0.360575,0.877331,1.75734,0.333716,2
1573.44,0.380059,0.164042,0.145098,0.843137,33.9647,0.15509,0.00463281,0.145098,0.168627,46.041,4140,0.73946,0.978261,0.721003,1,253.38,0.80398,88.8702,59.8274,30.0458,0.0824144,0.406393,0.940219,3.39899,0.801674,6.65297,13.1896,2.49139,2.77853,0.24777,0.693208,-0.533773,0.931528,0.183536,0.084283,0.0581685,0.82231,0.876727,3.34173,0.679239,6.80761,12.5186,2.52589,3.07037,0.371191,0.90134,-0.386714,0.877821,1.38477,0.906983,2
1774.22,0.3535,0.138998,0.145098,0.733333,38.2588,0.154894,0.00489797,0.145098,0.168627,44.9544,5019,0.816318,0.976839,0.655564,1,288.836,0.750799,105.939,61.1906,41.4236,0.0730071,0.444585,0.9344,3.38859,0.79714,6.99558,13.1098,2.52067,2.84668,0.274678,0.738984,-0.511393,0.926586,0.186786,0.245668,0.0532976,0.89299,0.865459,3.27621,0.685586,7.16554,12.3705,2.54594,3.12512,0.440257,0.968309,-0.370271,0.870885,0.775246,0.0915487,2
2404.13,0.405077,0.154224,0.145098,0.72549,38.4706,0.153882,0.00408056,0.145098,0.164706,55.2037,5935,0.701976,0.988672,0.746541,1,294.735,0.852756,103.241,73.5282,5.02404,0.0692289,0.422067,0.950743,4.28436,0.803678,8.48967,16.7154,2.59906,2.91355,0.264022,0.720922,-0.542847,0.941231,0.146752,0.267748,0.0497756,0.863129,0.895637,4.13673,0.692968,8.65522,15.6777,2.63137,3.20875,0.43335,0.958171,-0.395006,0.89102,0.858757,0.454734,2
1549.11,0.25767,0.0572419,0.145098,0.388235,46.149,0.155384,0.00437118,0.145098,0.168627,70.0388,6012,0.90497,0.984767,0.751124,1,334.693,0.670414,135.861,57.8056,89.9319,0.0573688,0.777679,0.87851,3.18399,0.694304,8.84411,12.023,2.54984,3.08075,0.369221,0.894248,-0.410504,0.892564,0.125403,0.0548738,0.0433676,1.67048,0.728832,3.05756,0.570514,9.07379,10.6489,2.53151,3.34496,0.682092,1.18356,-0.25943,0.794594,0.415903,0.100175,2
3450.03,0.426351,0.174097,0.141176,0.745098,46.4902,0.153433,0.00448625,0.141176,0.168627,60.8342,8092,0.710435,0.979187,0.749259,1,351.463,0.818538,121.29,85.3591,71.5328,0.0693505,0.753396,0.924672,5.00766,0.749091,8.882,19.2494,2.56382,3.05023,0.459368,0.92177,-0.461208,0.916204,0.286544,0.164256,0.0516999,1.57118,0.837168,4.873,0.629515,9.08186,17.7165,2.60212,3.33223,0.808591,1.19824,-0.319498,0.847823,0.930495,0.199211,2
1423.2,0.210128,0.0285878,0.145098,0.282353,50.8275,0.155912,0.00444663,0.145098,0.172549,77.9674,6773,0.91445,0.96509,0.669798,1,374.049,0.605084,148.384,60.0507,-83.0563,0.0859899,0.85,0.832393,2.58155,0.718742,8.99444,9.27759,2.3734,2.94055,0.477513,0.974615,-0.342036,0.83955,0.0167439,0.050107,0.0728154,1.58768,0.680158,2.57635,0.628971,9.1665,8.29977,2.33815,3.16038,0.813405,1.20942,-0.20132,0.714592,0.196651,0.201433,2
944.541,0.252416,0.0540388,0.145098,0.360784,33.7882,0.155706,0.00481125,0.145098,0.168627,47.2811,3742,0.851458,0.981379,0.663475,1,253.037,0.728654,96.0569,50.3744,23.6127,0.0568492,0.668725,0.906729,3.52794,0.738405,9.27906,13.6504,2.60947,3.09546,0.369029,0.875802,-0.429574,0.903838,0.0338142,0.187749,0.0434589,1.34853,0.806016,3.33058,0.632012,9.45077,12.4939,2.58271,3.36437,0.646403,1.13361,-0.280728,0.817602,0.1926,0.257984,2
